name,rank,functions,structural_material,status,city,city_locode,start,completed,floors_above,height,longitude,latitude,dem
Enterprise Plaza,104,office,composite,COM,Houston,HOU,,1980,55,230.3999938965,-95.3689727783,29.7578105927,
EnV,1888,residential,concrete,COM,Chicago,CHI,2008,2010,28,94,-87.6337280273,41.8888015747,
Epic Residences & Hotel,304,residential \/ hotel,concrete,COM,Miami,MIA,2005,2009,54,183.1999969482,-80.1893005371,25.7705993652,
Equitable Building (CHI),848,office,steel,COM,Chicago,CHI,1963,1965,35,139.2899932861,-87.6228866577,41.889591217,
Equitable Building (NYC),425,office,steel,COM,New York City,NYC,1913,1915,38,169.1600036621,-74.0104980469,40.7082214355,
Equitable Life Building,861,office,steel,COM,Los Angeles,LAX,,1969,34,138.3999938965,-118.2984695435,34.0622901917,
Erie on the Park,1988,residential,steel,COM,Chicago,CHI,2001,2002,24,89.0999984741,-87.6420669556,41.8941307068,
Ernst & Young Building,2055,office,composite,COM,Cleveland,CLE,2011,2013,22,85,-81.7037506104,41.5009994507,
Ernst & Young Plaza,503,office,steel,COM,Los Angeles,LAX,,1986,41,162.7599945068,-118.2609329224,34.0492591858,
Escala,1515,residential,concrete,COM,Seattle,SEA,2006,2009,30,109.6999969482,-122.3394012451,47.612991333,
Espirito Santo Plaza,704,residential \/ hotel \/ office,concrete,COM,Miami,MIA,2000,2004,36,148.3999938965,-80.1916275024,25.7607307434,
Esquire Plaza,1538,office,steel,COM,Sacramento,SAC,,1999,22,108.1999969482,-121.4898529053,38.5784606934,
Eugenie Square,1038,residential,concrete,COM,Chicago,CHI,,1972,42,129.8500061035,-87.6335678101,41.9125785828,
Eugenie Terrace on the Park,890,residential,concrete,COM,Chicago,CHI,,1987,44,137.1600036621,-87.6339035034,41.9137496948,
Eventi,279,residential \/ hotel,concrete,COM,New York City,NYC,2007,2010,46,187.1499938965,-73.9901504517,40.7470817566,
Everett McKinley Dirksen United States Courthouse,1342,office \/ government,steel,COM,Chicago,CHI,1959,1964,30,116.7399978638,-87.6289978027,41.8787994385,
Evo at Cira Centre South,1036,residential,concrete,COM,Philadelphia,PHL,2013,2014,36,130,-75.18334198,39.9530906677,
Excelsior House,729,residential,concrete,COM,New York City,NYC,1964,1967,47,147,-73.9645767212,40.7595291138,
Executive Complex,1569,office,steel,COM,San Diego,SAN,,1963,25,106.6999969482,-117.1631774902,32.716129303,
Exelon Tower,1570,residential \/ office,concrete,UC,Baltimore,BAL,2014,2016,20,106.6999969482,-76.5986633301,39.2811012268,
ExxonMobil Building,291,office,steel,COM,Houston,HOU,,1963,44,184.7100067139,-95.3695068359,29.7535591125,
Fairfield Inn New York\/Manhattan Financial District,1793,hotel,concrete,COM,New York City,NYC,,2015,31,99,-74.0049591064,40.7059402466,
Fairmont Hotel,1048,hotel,concrete,COM,Chicago,CHI,,1987,37,129.7700042725,-87.6209335327,41.8860092163,
Farmers Bank Building,1621,office,steel,DEM,Pittsburgh,PIT,1900,1902,25,105,-79.9996032715,40.4409408569,1997
Federal Building,1099,government,steel,COM,Cleveland,CLE,1964,1967,31,127.7099990845,-81.6918487549,41.5047492981,
Federal Building & J.W. McCormack Post,1613,government,steel,COM,Boston,BOS,1929,1931,22,105.1999969482,-71.0567474365,42.3572502136,
Federal Office Building,2186,government,steel,COM,New York City,NYC,,1935,17,77.7200012207,-74.0107421875,40.7127609253,
Feinberg Pavillion,1961,hospital \/ retail,composite,COM,Chicago,CHI,1994,1999,17,90.5299987793,-87.6209411621,41.8945503235,
Ferry Building,2219,office \/ retail,steel,COM,San Francisco,SFO,1896,1898,12,74.6800003052,-122.3935623169,37.7954597473,
Fifteen Twenty-One Second Avenue,946,residential,concrete,COM,Seattle,SEA,2007,2008,38,134.1100006104,-122.3398284912,47.6097297668,
Fifth and Madison,2189,residential,concrete,COM,Seattle,SEA,2006,2008,24,77.6999969482,-122.3319168091,47.6063194275,
Fifth Street Towers I,1534,office,composite,COM,Minneapolis,MES,,1987,26,108.3600006104,-93.268699646,44.97838974,
Fifth Street Towers II,618,office,composite,COM,Minneapolis,MES,,1988,36,153.4700012207,-93.2680130005,44.9782600403,
Fifth Third Center (CVG),1069,office,steel,COM,Cincinnati,CVG,,1969,32,129,-84.5117721558,39.1016998291,
Fifth Third Center (NSH),692,office,concrete,COM,Nashville,NSH,1983,1986,30,149.3500061035,-86.7801818848,36.1637802124,
Fifth Third Center (TOL),2208,office,steel,COM,Toledo,TOL,1905,1906,17,76.1999969482,-83.5368804932,41.6526985168,
Fifty South Sixth,1196,office,steel,COM,Minneapolis,MES,1999,2001,30,123.0899963379,-93.2719192505,44.9784011841,
Figueroa at Wilshire,145,office,steel,COM,Los Angeles,LAX,1986,1989,52,218.5399932861,-118.2594299316,34.0507316589,
Figueroa Tower,1522,office,steel,COM,Los Angeles,LAX,,1989,28,109,-118.2593994141,34.0494117737,
Financial Times Building,662,office,steel,COM,New York City,NYC,,1965,41,151.1799926758,-73.9784927368,40.76197052,
Finland House,1034,office,concrete,COM,New York City,NYC,,1970,38,130.1499938965,-73.9737701416,40.7609481812,
First Allied Plaza,1137,residential \/ office,steel,COM,San Diego,SAN,2003,2005,23,125.5999984741,-117.1687698364,32.7154006958,
First Federal Plaza,1885,office,steel,COM,Rochester,ROC,1974,1976,21,94.1800003052,-77.6115722656,43.1564712524,
First Hawaiian Center,1021,office,steel,COM,Honolulu,HNL,1993,1996,30,130.75,-157.8615570068,21.3078708649,
First Hill Plaza,1581,residential,concrete,COM,Seattle,SEA,,1982,33,106.4000015259,-122.322517395,47.6110801697,
First Interstate Center,2088,office,steel,COM,Billings,BIL,1984,1985,20,82.9100036621,-108.5121002197,45.7834281921,
First Market Tower,522,office,steel,COM,San Francisco,SFO,,1972,38,161.2400054932,-122.3991394043,37.7905082703,
First National Bank Building (PIT),1319,office,steel,DEM,Pittsburgh,PIT,,1912,26,117.9599990845,-80.0004196167,40.4410591125,1970
First National Bank Building (STP),1115,office,steel,COM,St. Paul,STP,1929,1931,32,127.0999984741,-93.091217041,44.9463882446,
First National Bank Center,1359,office,steel,COM,San Diego,SAN,,1982,27,116,-117.1669616699,32.7184906006,
First National Building,1646,office,steel,COM,Detroit,DTT,1921,1930,26,103.9000015259,-83.0454330444,42.3311691284,
First National Center,676,office,steel,COM,Oklahoma City,OKC,,1931,33,150.2700042725,-97.516242981,35.4684715271,
FirstMerit Tower,1740,office,steel,COM,Akron,AKH,1929,1931,27,100.5899963379,-81.5184631348,41.0824012756,
Fisher Building (CHI),2076,office,steel,COM,Chicago,CHI,1895,1906,20,83.8199996948,-87.6290206909,41.8772201538,
Fisher Building (DTT),924,office,steel,COM,Detroit,DTT,1927,1928,30,135.4700012207,-83.077041626,42.3693199158,
Flagler on the River,1814,residential \/ retail,concrete,COM,Miami,MIA,2013,2014,32,97.8399963379,-80.1999206543,25.7735691071,
Flamingo Resort Residences III,1667,residential,concrete,COM,Miami Beach,MB4,,2001,32,103,-80.1437835693,25.7871494293,
Flatiron Building,2029,office,steel,COM,New York City,NYC,,1902,21,86.8700027466,-73.9897079468,40.7410392761,
FlatironCity,2363,office,steel,COM,Atlanta,ATL,,1897,11,48.2000007629,-84.388923645,33.7559013367,
FMC Tower at Cira Centre South,132,residential \/ office,composite,UCT,Philadelphia,PHL,2014,2017,49,222.5,-75.1835632324,39.952091217,
Fontainebleau Resort Hotel,128,hotel,concrete,OH,Las Vegas,LAS,2007,,63,224,-115.1595230103,36.1380691528,
Fontainebleau Tower Suites,987,residential \/ hotel,concrete,COM,Miami Beach,MB4,2002,2005,36,132.25,-80.1229171753,25.8165397644,
Forte Condominiums,1761,residential,concrete,COM,New York City,NYC,,2007,28,100,-73.9786987305,40.6882781982,
Fountain Place,143,office,steel,COM,Dallas,DAL,1984,1986,62,219.4600067139,-96.8025512695,32.7847900391,
Four Embarcadero Center,385,office,steel,COM,San Francisco,SFO,,1984,45,173.7400054932,-122.3961181641,37.7953910828,
Four Gateway Center,1910,office,steel,COM,Pittsburgh,PIT,,1960,22,93,-80.0046310425,40.4408187866,
Four Penn Center,2052,office,steel,COM,Philadelphia,PHL,1963,1964,22,85.0400009155,-75.1671600342,39.953578949,
Four Points by Sheraton - Midtown Times Square,1634,hotel,concrete,COM,New York City,NYC,,2009,33,104.25,-73.9925003052,40.756401062,
Four Seasons Baltimore & Residences,2410,residential \/ hotel,concrete,COM,Baltimore,BAL,2008,2011,19,,-76.6022491455,39.2826881409,
Four Seasons Hotel,180,hotel,concrete,COM,New York City,NYC,1990,1993,52,207.8800048828,-73.9712905884,40.7623214722,
Four Seasons Hotel & Private Residences,234,residential \/ hotel,concrete,COM,Denver,DEN,2007,2010,45,194.75,-104.9980621338,39.7463989258,
Four Seasons Hotel & Tower,83,residential \/ hotel \/ office,concrete,COM,Miami,MIA,2000,2003,64,240.4100036621,-80.1917724609,25.7590293884,
Four Seasons Hotel St. Louis,2013,hotel \/ retail,concrete,COM,St. Louis,STL,2005,2007,20,88,-90.184753418,38.6338615417,
Four Seasons Residences Austin,1208,residential,concrete,COM,Austin,AUS,2008,2010,32,122.25,-97.7416000366,30.2622699738,
Four World Financial Center,648,office,steel,COM,New York City,NYC,,1986,34,152.3999938965,-74.0160675049,40.7140083313,
Fourth and Madison Building,589,office,composite,COM,Seattle,SEA,2000,2003,40,156.0599975586,-122.3331375122,47.6056594849,
Fox Tower,1428,office,steel,COM,Portland,PDX,1997,2000,27,113.3899993897,-122.6807403565,45.5184707642,
Franklin \/ Illinois Apartments,2091,residential,concrete,COM,Chicago,CHI,2013,2014,26,82.9000015259,-87.6349029541,41.8910293579,
Franklin County Courthouse,814,government,steel,COM,Columbus,CMH,1989,1991,27,141.3999938965,-83.0001831055,39.9538002014,
Franklin Towers (HNL),1442,residential,concrete,COM,Honolulu,HNL,,1982,41,112.75,-157.9099273682,21.3468208313,
Franklin Towers (PWM),2354,residential,concrete,COM,Portland (ME),PWM,1967,1969,16,52.75,-70.2560806274,43.6615600586,
Fred F. French Building,1018,office,steel,COM,New York City,NYC,1926,1927,38,130.7599945068,-73.9788665771,40.7553291321,
Freedom Tower,2182,office,steel,COM,Miami,MIA,,1925,17,78,-80.1894302368,25.7803192139,
Freeport-McMoRan Center,1639,office,steel\/concrete,COM,Phoenix,PHX,2007,2009,26,104.1399993897,-112.0730514526,33.4516296387,
Frick Building,1737,office,steel,COM,Pittsburgh,PIT,,1902,20,100.5999984741,-79.9972229004,40.4391708374,
Frost Bank Tower,571,office,concrete,COM,Austin,AUS,2001,2004,33,157.1999969482,-97.7429580688,30.266330719,
Frost Tower,2052,office \/ retail,concrete,COM,Dallas,DAL,2013,2015,22,85.0400009155,-96.8095703125,32.7956581116,
Fulbright Tower,139,office,composite,COM,Houston,HOU,,1982,52,221,-95.3615493774,29.7555103302,
Fuller Building,677,office,steel,COM,New York City,NYC,1928,1929,42,150,-73.9718475342,40.7624092102,
Gables Republic Tower,301,office,steel,COM,Dallas,DAL,,1954,36,183.5,-96.7978363037,32.7832984924,
Galaxy Towers 1,1122,residential,concrete,COM,Guttenberg,GUG,,1976,44,126.5,-73.9996566772,40.7909393311,
Galaxy Towers 2,1122,residential,concrete,COM,Guttenberg,GUG,,1976,44,126.5,-73.999710083,40.7909584045,
Galaxy Towers 3,1122,residential,concrete,COM,Guttenberg,GUG,,1976,44,126.5,-73.9996032715,40.7910614014,
Galter Pavilion,1203,hospital,composite,COM,Chicago,CHI,1994,1999,22,122.6800003052,-87.6221237183,41.8945083618,
Gas Company Tower,114,office,steel,COM,Los Angeles,LAX,1988,1991,52,228.3000030518,-118.2531890869,34.0500793457,
Gateway Center III,895,office,composite,COM,Chicago,CHI,1970,1971,35,137.1600036621,-87.6390228271,41.8786392212,
Gateway Towers The Condominium,1984,residential,concrete,COM,Pittsburgh,PIT,,1964,26,89.3000030518,-80.0068664551,40.4426307678,
"GEMS World Academy - Chicago, Lower School",2365,education,concrete,COM,Chicago,CHI,,2014,10,47.4000015259,-87.6188430786,41.8866882324,
General Motors Building,156,office,steel,COM,New York City,NYC,1964,1968,50,214.8899993897,-73.9722824097,40.7635917664,
Genesis Towers,2373,residential,steel,COM,Gary,GYY,,1926,10,43,-87.337562561,41.600528717,
George Washington Bridge,297,bridge,steel,COM,New York City,NYC,1927,1931,-,184,-73.9519729614,40.8517189026,
Georgia Power Company Headquarters,1951,office,steel,COM,Atlanta,ATL,1976,1981,24,91,-84.3812103271,33.7633781433,
Gillender Building,2084,office,steel,DEM,New York City,NYC,1896,1897,19,83,-74.0108566284,40.7075004578,1910
Glendale Plaza,1546,office,steel,COM,Glendale,JGX,,1999,25,107.5999984741,-118.2585220337,34.1556015015,
Gold Coast Galleria,1727,residential,concrete,COM,Chicago,CHI,1989,1991,32,100.8899993897,-87.6318511963,41.9015693665,
Goldman Sachs Headquarters,115,office,steel,COM,New York City,NYC,2005,2010,44,228.3000030518,-74.0143737793,40.7147903442,
Gonda Building,1911,hospital,steel,COM,Rochester,RST,1998,2001,21,93,-92.4668273926,44.0229606628,
Gotham West,1816,residential,concrete,COM,New York City,NYC,2011,2013,31,97.8399963379,-73.9967727661,40.7623710632,
Grace Plaza,252,office,steel,COM,New York City,NYC,,1972,50,192.0299987793,-73.9826965332,40.7546386719,
Gramercy Green,2233,residential,concrete,COM,New York City,NYC,,2007,21,73.1500015259,-73.9831619263,40.7392311096,
Grand Central Plaza,476,office,steel,COM,New York City,NYC,,1973,38,165.1999969482,-73.9759063721,40.7500915527,
Grand East,2141,hotel,concrete,COM,New York City,NYC,2011,2014,27,80.1600036621,-73.9745483398,40.7531013489,
Grand Hyatt San Antonio,1058,office \/ hotel,concrete,COM,San Antonio,SAT,2006,2008,34,129.3099975586,-98.4838867188,29.4218902588,
Grand Islander Tower,1237,hotel,concrete,UC,Honolulu,HNL,2015,2017,37,121.9000015259,-157.8353729248,21.2826404572,
Grand Plaza Apartments,231,residential,concrete,COM,Chicago,CHI,2000,2003,57,195.3800048828,-87.6285400391,41.891960144,
Grand Tower,1540,residential,concrete,COM,Los Angeles,LAX,,1989,28,108,-118.2514190674,34.0536117554,
Grand Waikikian,1460,residential \/ hotel,concrete,COM,Honolulu,HNL,2006,2008,38,112.169998169,-157.8373260498,21.2839794159,
"Grange Mutual Insurance Headquarters, North Building",2349,office,steel,COM,Columbus,CMH,,1978,12,53.9500007629,-82.9992828369,39.9486618042,
"Grange Mutual Insurance Headquarters, South Building",2371,office,steel,COM,Columbus,CMH,2006,2010,10,43.8899993896,-82.9988098145,39.9483795166,
GranParaiso,458,residential,concrete,UC,Miami,MIA,2014,2017,55,167,-80.1868362427,25.8062591553,
Grant Building,710,office,steel,COM,Pittsburgh,PIT,1927,1930,40,147.8300018311,-79.9973983765,40.4376296997,
Grant Park Tower,1978,residential,concrete,COM,Minneapolis,MES,2002,2004,27,89.6100006104,-93.2681884766,44.9701805115,
Great American Tower at Queen City Square,201,office,composite,COM,Cincinnati,CVG,2008,2011,40,202.6900024414,-84.5069274902,39.0997200012,
Greater Hudson Store,1156,office \/ retail,steel,DEM,Detroit,DTT,,1911,29,124.9700012207,-83.0476913452,42.3336982727,1998
Greektown Casino Hotel,1587,hotel,concrete,COM,Detroit,DTT,2006,2009,30,106.0999984741,-83.040802002,42.3360595703,
Green Diamond Tower,411,residential,concrete,COM,Miami Beach,MB4,,2000,44,170.3899993897,-80.1215591431,25.8223991394,
GreenWater Block 1 Residential,1059,residential,concrete,UC,Austin,AUS,2014,2016,38,129.2599945068,-97.7493515015,30.2651405334,
Greenwich Club Residences,918,residential,steel,COM,New York City,NYC,1929,1931,37,135.9400024414,-74.0141830444,40.7077903748,
Grove at Grand Bay North Tower,1895,residential,concrete,UCT,Miami,MIA,2013,2016,21,93.8300018311,-80.2370986938,25.7307891846,
Grove at Grand Bay South Tower,1895,residential,concrete,UCT,Miami,MIA,2013,2016,21,93.8300018311,-80.2366790771,25.7301692963,
Grovenor House,1643,residential,concrete,COM,Miami,MIA,2004,2006,33,103.9000015259,-80.2350006104,25.7322292328,
Guaranty Building,2358,office,steel,COM,Buffalo,BUF,1895,1896,13,51,-78.8767700195,42.8830718994,
Guardian Building,664,office,steel,COM,Detroit,DTT,1928,1929,40,151.0299987793,-83.0461578369,42.329788208,
Gulf Tower,348,office,steel,COM,Pittsburgh,PIT,1930,1932,44,177.3999938965,-79.9951477051,40.4426193237,
Halcyon,1506,residential,concrete,COM,New York City,NYC,2007,2015,32,109.7300033569,-73.9675064087,40.7555389404,
Halekauwila Place,2410,residential,concrete,COM,Honolulu,HNL,2013,2014,19,,-157.8590240479,21.3004894257,
Hampshire House,794,hotel,steel,COM,New York City,NYC,,1931,37,143.2599945068,-73.9779205322,40.7661018372,
Hampton Inn\/Homewood Suites,2202,hotel,concrete,STO,Chicago,CHI,2015,2016,24,76.6900024414,-87.643119812,41.8838386536,
Hanover National Bank Building,1336,office,steel,DEM,New York City,NYC,1901,1903,22,117.3499984741,-74.0104522705,40.7075004578,1931
Harbor Club East,1060,residential,concrete,COM,San Diego,SAN,,1992,41,129.2400054932,-117.1623077393,32.7088394165,
Harbor Club West,1060,residential,concrete,COM,San Diego,SAN,,1992,41,129.2400054932,-117.1629333496,32.7090301514,
Harbor Court,1365,hotel \/ office,concrete,COM,Honolulu,HNL,,1994,41,115.8000030518,-157.8635559082,21.3091106415,
Harbor Point,428,residential,concrete,COM,Chicago,CHI,,1975,54,169,-87.6147079468,41.8849105835,
Harbor Towers I,1225,residential,concrete,COM,Boston,BOS,,1971,40,121.919998169,-71.0495300293,42.3581199646,
Harbor Towers II,1256,residential,concrete,COM,Boston,BOS,,1971,40,120.6999969482,-71.0502319336,42.3576889038,
HarborView Condominium,1632,residential,concrete,COM,Baltimore,BAL,,1993,29,104.4000015259,-76.6041107178,39.2774505615,
Harlem River Park Tower I,1029,residential,concrete,COM,New York City,NYC,,1975,44,130.4499969482,-73.9233932495,40.8512916565,
Harlem River Park Tower II,1029,residential,concrete,COM,New York City,NYC,,1975,44,130.4499969482,-73.9224777222,40.8523292542,
Harrah`s Waterfront Tower,533,hotel \/ casino,concrete,COM,Atlantic City,AIY,2006,2008,44,160.0200042725,-74.4295196533,39.3848304749,
Harriman Building,938,residential \/ office,steel,COM,New York City,NYC,1926,1928,37,134.7200012207,-74.013420105,40.7063217163,
Harris Bank Addition I,1801,office,steel,COM,Chicago,CHI,1957,1960,23,98.1999969482,-87.6311721802,41.8804588318,
Harris Bank Bank Addition II,596,office,steel,COM,Chicago,CHI,1972,1974,35,155.4499969482,-87.6319732666,41.8802680969,
Hartford 21,941,residential,steel,COM,Hartford,HFD,2004,2006,36,134.1199951172,-72.6760635376,41.7674484253,
Hartford Marriott Downtown,2401,hotel,composite,COM,Hartford,HFD,,2005,22,,-72.6693267822,41.7638702393,
Hartford Plaza North,2222,office,concrete,COM,Chicago,CHI,1959,1961,20,74.3700027466,-87.6376266479,41.8802986145,
Hawaii Prince I,1595,hotel,concrete,COM,Honolulu,HNL,,1990,32,105.8000030518,-157.8399658203,21.2859706879,
Hawaii Prince II,1595,hotel,concrete,COM,Honolulu,HNL,,1990,32,105.8000030518,-157.8402862549,21.2865009308,
Hawaiian Monarch Hotel,1492,residential \/ hotel,concrete,COM,Honolulu,HNL,,1979,43,110.3499984741,-157.83253479,21.2871894836,
Hawaiki Tower,1220,residential,concrete,COM,Honolulu,HNL,1993,1999,45,121.919998169,-157.8473358154,21.2928905487,
